"Code","Gravite","Categorie","Bibliotheque","DossierRacine","TypeElement","Chemin","CheminRelatif","Nom","Extension","TailleOctets","DateModification","LongueurCheminCible","Detail"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_000.docx","06_Archives\2011\Dossier_Pharmacie_000.docx","Dossier_Pharmacie_000.docx",".docx","36708","2011-01-10T06:09:01","67","Modifié le 10/01/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_009.xlsx","06_Archives\2011\Dossier_Pharmacie_009.xlsx","Dossier_Pharmacie_009.xlsx",".xlsx","4914","2011-03-22T06:55:40","67","Modifié le 22/03/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_020.xlsx","06_Archives\2011\Dossier_Pharmacie_020.xlsx","Dossier_Pharmacie_020.xlsx",".xlsx","4914","2011-01-26T19:49:40","67","Modifié le 26/01/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_024.docx","06_Archives\2011\Dossier_Pharmacie_024.docx","Dossier_Pharmacie_024.docx",".docx","36708","2011-03-19T23:28:53","67","Modifié le 19/03/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_025.txt","06_Archives\2011\Dossier_Pharmacie_025.txt","Dossier_Pharmacie_025.txt",".txt","31","2011-02-12T11:09:32","66","Modifié le 12/02/2011"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Transports_023.pdf","06_Archives\2011\Dossier_Transports_023.pdf","Dossier_Transports_023.pdf",".pdf","1624","2011-10-23T12:56:03","67","Modifié le 23/10/2011"
"HORS_LIGNE","À traiter","Accès aux fichiers","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Archive_hors_ligne.pdf","06_Archives\2012\Archive_hors_ligne.pdf","Archive_hors_ligne.pdf",".pdf","23","2026-09-16T09:12:00","63","Offline"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Boulangeries_002.docx","06_Archives\2012\Dossier_Boulangeries_002.docx","Dossier_Boulangeries_002.docx",".docx","36708","2012-02-29T07:21:55","70","Modifié le 29/02/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Boulangeries_006.txt","06_Archives\2012\Dossier_Boulangeries_006.txt","Dossier_Boulangeries_006.txt",".txt","31","2012-12-04T09:27:08","69","Modifié le 04/12/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Boulangeries_013.docx","06_Archives\2012\Dossier_Boulangeries_013.docx","Dossier_Boulangeries_013.docx",".docx","36708","2012-09-08T23:50:16","70","Modifié le 08/09/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_004.docx","06_Archives\2012\Dossier_Cabinet_004.docx","Dossier_Cabinet_004.docx",".docx","36707","2012-05-27T14:10:36","65","Modifié le 27/05/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_011.docx","06_Archives\2012\Dossier_Cabinet_011.docx","Dossier_Cabinet_011.docx",".docx","36707","2012-01-02T07:53:08","65","Modifié le 02/01/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_018.xlsx","06_Archives\2012\Dossier_Cabinet_018.xlsx","Dossier_Cabinet_018.xlsx",".xlsx","4915","2012-04-09T21:22:47","65","Modifié le 09/04/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_019.docx","06_Archives\2012\Dossier_Cabinet_019.docx","Dossier_Cabinet_019.docx",".docx","36708","2012-11-08T19:20:33","65","Modifié le 08/11/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_020.txt","06_Archives\2012\Dossier_Cabinet_020.txt","Dossier_Cabinet_020.txt",".txt","31","2012-10-03T00:04:19","64","Modifié le 03/10/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_007.pdf","06_Archives\2012\Dossier_Clinique_007.pdf","Dossier_Clinique_007.pdf",".pdf","1624","2012-02-25T16:14:39","65","Modifié le 25/02/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_009.docx","06_Archives\2012\Dossier_Clinique_009.docx","Dossier_Clinique_009.docx",".docx","36708","2012-10-08T04:54:31","66","Modifié le 08/10/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_010.docx","06_Archives\2012\Dossier_Clinique_010.docx","Dossier_Clinique_010.docx",".docx","36708","2012-12-16T02:46:18","66","Modifié le 16/12/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_021.txt","06_Archives\2012\Dossier_Clinique_021.txt","Dossier_Clinique_021.txt",".txt","31","2012-11-22T06:37:44","65","Modifié le 22/11/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_001.docx","06_Archives\2012\Dossier_Hôtel_001.docx","Dossier_Hôtel_001.docx",".docx","36709","2012-10-25T11:23:52","63","Modifié le 25/10/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_005.docx","06_Archives\2012\Dossier_Hôtel_005.docx","Dossier_Hôtel_005.docx",".docx","36708","2012-03-12T10:39:39","63","Modifié le 12/03/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_012.docx","06_Archives\2012\Dossier_Hôtel_012.docx","Dossier_Hôtel_012.docx",".docx","36708","2012-10-22T23:59:51","63","Modifié le 22/10/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_017.pdf","06_Archives\2012\Dossier_Hôtel_017.pdf","Dossier_Hôtel_017.pdf",".pdf","1625","2012-02-26T01:58:28","62","Modifié le 26/02/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Laboratoires_000.txt","06_Archives\2012\Dossier_Laboratoires_000.txt","Dossier_Laboratoires_000.txt",".txt","31","2012-06-19T03:28:03","69","Modifié le 19/06/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Laboratoires_003.xlsx","06_Archives\2012\Dossier_Laboratoires_003.xlsx","Dossier_Laboratoires_003.xlsx",".xlsx","4915","2012-06-28T10:28:56","70","Modifié le 28/06/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Menuiserie_014.txt","06_Archives\2012\Dossier_Menuiserie_014.txt","Dossier_Menuiserie_014.txt",".txt","31","2012-09-23T06:20:53","67","Modifié le 23/09/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Pharmacie_015.xlsx","06_Archives\2012\Dossier_Pharmacie_015.xlsx","Dossier_Pharmacie_015.xlsx",".xlsx","4914","2012-08-25T21:55:30","67","Modifié le 25/08/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Pharmacie_016.txt","06_Archives\2012\Dossier_Pharmacie_016.txt","Dossier_Pharmacie_016.txt",".txt","31","2012-12-23T01:40:34","66","Modifié le 23/12/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Transports_008.docx","06_Archives\2012\Dossier_Transports_008.docx","Dossier_Transports_008.docx",".docx","36708","2012-09-22T22:27:07","68","Modifié le 22/09/2012"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Boulangeries_007.txt","06_Archives\2013\Dossier_Boulangeries_007.txt","Dossier_Boulangeries_007.txt",".txt","31","2013-03-19T10:38:00","69","Modifié le 19/03/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Boulangeries_009.txt","06_Archives\2013\Dossier_Boulangeries_009.txt","Dossier_Boulangeries_009.txt",".txt","31","2013-09-27T12:15:56","69","Modifié le 27/09/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Boulangeries_015.docx","06_Archives\2013\Dossier_Boulangeries_015.docx","Dossier_Boulangeries_015.docx",".docx","36709","2013-05-09T17:53:03","70","Modifié le 09/05/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_000.txt","06_Archives\2013\Dossier_Cabinet_000.txt","Dossier_Cabinet_000.txt",".txt","31","2013-06-28T20:55:51","64","Modifié le 28/06/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_008.xlsx","06_Archives\2013\Dossier_Cabinet_008.xlsx","Dossier_Cabinet_008.xlsx",".xlsx","4916","2013-12-30T22:36:35","65","Modifié le 30/12/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_011.xlsx","06_Archives\2013\Dossier_Cabinet_011.xlsx","Dossier_Cabinet_011.xlsx",".xlsx","4915","2013-08-12T08:01:58","65","Modifié le 12/08/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_012.xlsx","06_Archives\2013\Dossier_Cabinet_012.xlsx","Dossier_Cabinet_012.xlsx",".xlsx","4916","2013-05-03T21:54:25","65","Modifié le 03/05/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_020.xlsx","06_Archives\2013\Dossier_Cabinet_020.xlsx","Dossier_Cabinet_020.xlsx",".xlsx","4916","2013-02-15T23:56:42","65","Modifié le 15/02/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_024.txt","06_Archives\2013\Dossier_Cabinet_024.txt","Dossier_Cabinet_024.txt",".txt","31","2013-07-05T04:50:39","64","Modifié le 05/07/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Clinique_002.txt","06_Archives\2013\Dossier_Clinique_002.txt","Dossier_Clinique_002.txt",".txt","31","2013-10-08T21:42:59","65","Modifié le 08/10/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Clinique_021.txt","06_Archives\2013\Dossier_Clinique_021.txt","Dossier_Clinique_021.txt",".txt","31","2013-08-07T03:05:18","65","Modifié le 07/08/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Hôtel_003.xlsx","06_Archives\2013\Dossier_Hôtel_003.xlsx","Dossier_Hôtel_003.xlsx",".xlsx","4915","2013-08-09T17:44:49","63","Modifié le 09/08/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Hôtel_016.pdf","06_Archives\2013\Dossier_Hôtel_016.pdf","Dossier_Hôtel_016.pdf",".pdf","1625","2013-10-16T18:42:29","62","Modifié le 16/10/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Hôtel_022.pdf","06_Archives\2013\Dossier_Hôtel_022.pdf","Dossier_Hôtel_022.pdf",".pdf","1625","2013-02-14T00:35:45","62","Modifié le 14/02/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Menuiserie_005.pdf","06_Archives\2013\Dossier_Menuiserie_005.pdf","Dossier_Menuiserie_005.pdf",".pdf","1625","2013-03-24T22:05:30","67","Modifié le 24/03/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Menuiserie_010.xlsx","06_Archives\2013\Dossier_Menuiserie_010.xlsx","Dossier_Menuiserie_010.xlsx",".xlsx","4916","2013-10-17T16:57:36","68","Modifié le 17/10/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Pharmacie_001.txt","06_Archives\2013\Dossier_Pharmacie_001.txt","Dossier_Pharmacie_001.txt",".txt","31","2013-05-22T04:37:38","66","Modifié le 22/05/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Pharmacie_004.pdf","06_Archives\2013\Dossier_Pharmacie_004.pdf","Dossier_Pharmacie_004.pdf",".pdf","1624","2013-08-01T21:38:44","66","Modifié le 01/08/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Pharmacie_006.docx","06_Archives\2013\Dossier_Pharmacie_006.docx","Dossier_Pharmacie_006.docx",".docx","36709","2013-04-27T15:11:16","67","Modifié le 27/04/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Pharmacie_013.xlsx","06_Archives\2013\Dossier_Pharmacie_013.xlsx","Dossier_Pharmacie_013.xlsx",".xlsx","4916","2013-05-03T19:20:01","67","Modifié le 03/05/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Pharmacie_018.txt","06_Archives\2013\Dossier_Pharmacie_018.txt","Dossier_Pharmacie_018.txt",".txt","31","2013-05-12T12:10:27","66","Modifié le 12/05/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Pharmacie_025.pdf","06_Archives\2013\Dossier_Pharmacie_025.pdf","Dossier_Pharmacie_025.pdf",".pdf","1625","2013-08-16T03:34:52","66","Modifié le 16/08/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Pharmacie_026.docx","06_Archives\2013\Dossier_Pharmacie_026.docx","Dossier_Pharmacie_026.docx",".docx","36708","2013-09-18T21:16:23","67","Modifié le 18/09/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Transports_014.docx","06_Archives\2013\Dossier_Transports_014.docx","Dossier_Transports_014.docx",".docx","36708","2013-11-02T15:01:11","68","Modifié le 02/11/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Transports_017.pdf","06_Archives\2013\Dossier_Transports_017.pdf","Dossier_Transports_017.pdf",".pdf","1625","2013-05-21T22:50:47","67","Modifié le 21/05/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Transports_019.pdf","06_Archives\2013\Dossier_Transports_019.pdf","Dossier_Transports_019.pdf",".pdf","1625","2013-11-08T14:18:46","67","Modifié le 08/11/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Transports_023.txt","06_Archives\2013\Dossier_Transports_023.txt","Dossier_Transports_023.txt",".txt","31","2013-10-21T11:23:15","67","Modifié le 21/10/2013"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Boulangeries_005.pdf","06_Archives\2014\Dossier_Boulangeries_005.pdf","Dossier_Boulangeries_005.pdf",".pdf","1624","2014-07-10T03:29:13","69","Modifié le 10/07/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Boulangeries_009.docx","06_Archives\2014\Dossier_Boulangeries_009.docx","Dossier_Boulangeries_009.docx",".docx","36709","2014-04-28T13:27:57","70","Modifié le 28/04/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Boulangeries_015.docx","06_Archives\2014\Dossier_Boulangeries_015.docx","Dossier_Boulangeries_015.docx",".docx","36708","2014-11-11T20:47:06","70","Modifié le 11/11/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Cabinet_010.txt","06_Archives\2014\Dossier_Cabinet_010.txt","Dossier_Cabinet_010.txt",".txt","31","2014-01-14T23:23:14","64","Modifié le 14/01/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Clinique_001.txt","06_Archives\2014\Dossier_Clinique_001.txt","Dossier_Clinique_001.txt",".txt","31","2014-02-13T02:19:56","65","Modifié le 13/02/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Clinique_004.txt","06_Archives\2014\Dossier_Clinique_004.txt","Dossier_Clinique_004.txt",".txt","31","2014-05-22T20:03:34","65","Modifié le 22/05/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Hôtel_006.docx","06_Archives\2014\Dossier_Hôtel_006.docx","Dossier_Hôtel_006.docx",".docx","36709","2014-09-30T01:16:19","63","Modifié le 30/09/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Hôtel_013.pdf","06_Archives\2014\Dossier_Hôtel_013.pdf","Dossier_Hôtel_013.pdf",".pdf","1624","2014-07-09T20:13:47","62","Modifié le 09/07/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Hôtel_016.docx","06_Archives\2014\Dossier_Hôtel_016.docx","Dossier_Hôtel_016.docx",".docx","36707","2014-01-29T21:35:40","63","Modifié le 29/01/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Laboratoires_002.xlsx","06_Archives\2014\Dossier_Laboratoires_002.xlsx","Dossier_Laboratoires_002.xlsx",".xlsx","4916","2014-04-24T12:53:40","70","Modifié le 24/04/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Laboratoires_007.txt","06_Archives\2014\Dossier_Laboratoires_007.txt","Dossier_Laboratoires_007.txt",".txt","31","2014-01-16T17:04:29","69","Modifié le 16/01/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Laboratoires_011.txt","06_Archives\2014\Dossier_Laboratoires_011.txt","Dossier_Laboratoires_011.txt",".txt","31","2014-05-23T10:46:00","69","Modifié le 23/05/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Laboratoires_012.txt","06_Archives\2014\Dossier_Laboratoires_012.txt","Dossier_Laboratoires_012.txt",".txt","31","2014-02-21T09:29:57","69","Modifié le 21/02/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Pharmacie_003.pdf","06_Archives\2014\Dossier_Pharmacie_003.pdf","Dossier_Pharmacie_003.pdf",".pdf","1624","2014-01-07T04:42:58","66","Modifié le 07/01/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Transports_000.pdf","06_Archives\2014\Dossier_Transports_000.pdf","Dossier_Transports_000.pdf",".pdf","1624","2014-03-10T19:57:15","67","Modifié le 10/03/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Transports_008.txt","06_Archives\2014\Dossier_Transports_008.txt","Dossier_Transports_008.txt",".txt","31","2014-05-10T07:01:43","67","Modifié le 10/05/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2014\Dossier_Transports_014.txt","06_Archives\2014\Dossier_Transports_014.txt","Dossier_Transports_014.txt",".txt","31","2014-11-09T19:34:21","67","Modifié le 09/11/2014"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Boulangeries_015.xlsx","06_Archives\2015\Dossier_Boulangeries_015.xlsx","Dossier_Boulangeries_015.xlsx",".xlsx","4915","2015-09-12T07:34:16","70","Modifié le 12/09/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Cabinet_005.docx","06_Archives\2015\Dossier_Cabinet_005.docx","Dossier_Cabinet_005.docx",".docx","36708","2015-11-04T10:10:44","65","Modifié le 04/11/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Clinique_004.docx","06_Archives\2015\Dossier_Clinique_004.docx","Dossier_Clinique_004.docx",".docx","36709","2015-02-05T14:44:31","66","Modifié le 05/02/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Hôtel_010.xlsx","06_Archives\2015\Dossier_Hôtel_010.xlsx","Dossier_Hôtel_010.xlsx",".xlsx","4915","2015-04-13T05:46:33","63","Modifié le 13/04/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Hôtel_014.pdf","06_Archives\2015\Dossier_Hôtel_014.pdf","Dossier_Hôtel_014.pdf",".pdf","1625","2015-06-15T15:29:07","62","Modifié le 15/06/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Laboratoires_001.docx","06_Archives\2015\Dossier_Laboratoires_001.docx","Dossier_Laboratoires_001.docx",".docx","36710","2015-12-04T22:28:30","70","Modifié le 04/12/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Laboratoires_012.xlsx","06_Archives\2015\Dossier_Laboratoires_012.xlsx","Dossier_Laboratoires_012.xlsx",".xlsx","4915","2015-10-21T17:05:55","70","Modifié le 21/10/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Menuiserie_013.txt","06_Archives\2015\Dossier_Menuiserie_013.txt","Dossier_Menuiserie_013.txt",".txt","31","2015-08-22T14:53:21","67","Modifié le 22/08/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Menuiserie_016.pdf","06_Archives\2015\Dossier_Menuiserie_016.pdf","Dossier_Menuiserie_016.pdf",".pdf","1627","2015-10-20T22:33:30","67","Modifié le 20/10/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Pharmacie_002.xlsx","06_Archives\2015\Dossier_Pharmacie_002.xlsx","Dossier_Pharmacie_002.xlsx",".xlsx","4914","2015-09-03T01:22:24","67","Modifié le 03/09/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Pharmacie_007.xlsx","06_Archives\2015\Dossier_Pharmacie_007.xlsx","Dossier_Pharmacie_007.xlsx",".xlsx","4915","2015-11-14T12:07:37","67","Modifié le 14/11/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Pharmacie_008.xlsx","06_Archives\2015\Dossier_Pharmacie_008.xlsx","Dossier_Pharmacie_008.xlsx",".xlsx","4915","2015-04-22T20:56:46","67","Modifié le 22/04/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Pharmacie_009.docx","06_Archives\2015\Dossier_Pharmacie_009.docx","Dossier_Pharmacie_009.docx",".docx","36707","2015-03-13T19:39:08","67","Modifié le 13/03/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Pharmacie_017.docx","06_Archives\2015\Dossier_Pharmacie_017.docx","Dossier_Pharmacie_017.docx",".docx","36709","2015-05-14T16:23:35","67","Modifié le 14/05/2015"
"ANCIEN","Information","Nettoyage (ROT)","Archives","06_Archives","Fichier","C:\DemoMigration\FileServer\06_Archives\2015\Dossier_Transports_000.xlsx","06_Archives\2015\Dossier_Transports_000.xlsx","Dossier_Transports_000.xlsx",".xlsx","4915","2015-12-02T10:10:40","68","Modifié le 02/12/2015"
